country,iso2c,iso3c,year,NY.GDP.PCAP.PP.CD,status,lastupdated,region,capital,longitude,latitude,income,lending
Africa Western and Central,ZI,AFW,2006,2937.20296696356,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,2056.77280180493,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,3700.44932389482,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,3379.31318964875,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,3256.18949676359,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,3553.15835206898,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,2432.78541854603,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,4145.20318212886,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,3802.91445958509,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,3952.81262505283,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,2015,11658.8307104915,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,8812.73979686053,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,8228.37543743763,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2007,7284.99042880803,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2006,6566.54932465516,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2014,11259.3036811774,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2005,5865.29135442867,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2004,5427.8558132697,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2003,5000.33669862432,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,9627.07697313628,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2013,10570.9731581409,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2012,10526.2388106069,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,10207.7247723504,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2002,4751.75772667328,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2001,4300.82779352662,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2000,3861.30093630736,,2024-03-28,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Algeria,DZ,DZA,2007,12392.5059189428,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2009,12768.9937191806,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2012,13347.3627953184,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2011,13543.5987190283,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2010,13141.1202585331,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2004,10653.3430333517,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2008,12714.161655536,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2006,11861.1660564982,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2005,11478.028050346,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2000,8510.35927933161,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2014,13058.1245739587,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2013,13104.7371038263,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2002,9354.22172489251,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2001,8840.67416571386,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2015,12071.8141810043,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2003,10088.0867695762,,2024-03-28,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
American Samoa,AS,ASM,2013,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2012,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2011,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2010,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2009,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2008,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2007,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2015,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2014,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2001,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2000,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2004,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2003,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2006,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2005,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2002,NA,,2024-03-28,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
Andorra,AD,AND,2015,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2014,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2013,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2012,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2011,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2000,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2004,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2003,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2002,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2001,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2010,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2009,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2008,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2007,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2006,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2005,NA,,2024-03-28,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Angola,AO,AGO,2013,7643.9219442902,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2012,7389.31496018756,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2015,7274.09047477931,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2014,8123.04806537777,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2005,4835.66952220115,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2004,4223.63778745545,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2003,3839.57282705314,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2002,3782.89222467172,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2001,3388.14868776504,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2000,3285.95341568284,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2008,6615.11498307247,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2011,6700.11409977804,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2010,6586.46581926881,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2009,6471.28487885863,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2007,6056.77918764932,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2006,5364.43766234147,,2024-03-28,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Antigua and Barbuda,AG,ATG,2015,21162.092794509,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2012,22350.4932824863,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2011,23584.2714499711,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2010,23850.1402677498,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2009,25923.1120268421,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2007,29593.0803504902,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2006,26724.1972976173,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2005,23296.7240269624,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2008,29708.9717535717,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2013,21806.3920194394,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2000,19189.4483202303,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2001,18444.3152986474,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2014,21788.6401028276,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2004,21464.3654261776,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2003,19982.6865843469,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2002,18683.9883960014,,2024-03-28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Arab World,1A,ARB,2010,14504.1321595792,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2006,13027.399020654,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2011,15052.7227205266,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2000,9971.44744201578,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2012,15945.5317078917,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2004,11530.5005351644,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2005,12249.2532592434,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2007,13597.0247601902,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2001,10137.1207261591,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2009,14024.5607575314,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2008,14247.2363133874,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2013,15887.9064217937,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2015,14156.8744567423,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2002,10107.5675110695,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2014,15635.0783788124,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2003,10509.7448267929,,2024-03-28,Aggregates,,,,Aggregates,Aggregates
Argentina,AR,ARG,2012,19641.3528638347,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2007,16510.4482429226,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2006,14896.7335378162,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2005,13513.6702919661,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2008,17336.9328242167,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2011,19322.2271236942,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2010,18063.9143432506,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2009,16249.730130137,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2001,11159.3299223816,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2004,12162.3374741639,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2003,10974.3241728286,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2002,9990.72022161809,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2013,20131.6804246983,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2014,19683.7715056442,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2015,20105.1989918165,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2000,11542.9860028113,,2024-03-28,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Armenia,AM,ARM,2010,7331.38650353822,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2009,7045.33072468128,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2008,8097.3050071749,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2006,6274.02820664947,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2005,5339.90170201023,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2004,4518.26274645491,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2007,7380.23153964858,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2015,10132.318975243,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2014,10114.93983675,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2013,9822.94744066856,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2012,9267.39700562965,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2011,7881.77173468477,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2003,3958.32998572176,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2002,3382.06032385789,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2001,2915.45578555773,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2000,2572.4208203298,,2024-03-28,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Aruba,AW,ABW,2014,36844.0530580265,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2013,36931.0572138997,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2012,34788.2512054388,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2008,40054.6394741559,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2011,35778.4917971718,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2010,34227.828725148,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2009,35167.5313180673,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2005,36265.5303845399,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2015,37341.1248431157,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2001,32179.9407289433,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2000,30746.6847192965,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2004,35653.9744751721,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2007,39074.4838418559,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2006,37361.9370413717,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2003,32654.4258915852,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2002,31988.1893647276,,2024-03-28,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Australia,AU,AUS,2013,45936.049310436,,2024-03-28,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2001,27645.8140289701,,2024-03-28,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2000,26541.6653208437,,2024-03-28,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2010,39374.6321044163,,2024-03-28,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2009,40312.3951186945,,2024-03-28,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
